Seq 1,Seq 2,Author Last Name,Title,Date Published,Seq 3,Seq 4,Brief Description,Seq 5,Empty 1,,Storage,Publication Place,Empty 2,Edition,Seq 7,Seq 8,Binding Size Pagination,Content,Provenance,Notes,Empty 3,Author,Condition,Boolean 1,Boolean 2,Date Acquired,Another Date,Stuff 1,Empty 4,Place,Empty 5,Empty 6,Seq 9
3340,1506,"Titi, Placido","De diebvs decretoriis et aegrorvm decvbitv, ad iuuandam pręclaram artis medicę professionem,",1660,7,121,"Astronomy, <i>mathematics</i> and <i>other stuff</i>.",11,,1,Library,Pavia,,0,1610,10,"Full vellum, 16 x 20, [frontis][half title][title], 12 pps, 263 pgs, [volume 2 title], 5 pps, [errata], [frontis], 264 pgs, 2 pps",,,"Two volumes, bound in one; volume 2 imprint Ticini, Ex officina Joannis Ghidini, 1665",,"Titi, Placido",Good,Yes,,1/17/2017,,,,On shelf,,,0
3341,1507,"Monte, Theodoro di","Compendio di tutti li raccordi et suppliche presente da diuersi alla serenissima Signoria di Venetia … in proposito d'irrigare la campagna di Verona, cosi con l'acqua dell'Adige, come con quella del Lago",1594,7,113,"River control, Adige River",11,,1,Library,Verona,,0,1611,11,"Full vellum, 14 x 19 cm, [title], 9 pps, 116 pgs, 146 pgs (pagination missing,  incorrect, and listed to pg 118), 1 folding map at pg 12/13",,,Written notes and corrections and corrected pagination throughout,,"Monte, Theodoro di",Very good,Yes,,1/17/2017,4/11/2019,,,On shelf Small,,,0
3342,1508,"De Bosio, Casimiro","Dei consorzi d'acque del Regno Lombardo-Veneto : della loro instituzione, organizzazione ed amministrazione, della competenza, delle autorità e della procedura relativa : trattato amministrativo-legale",1855,6,14,"Water use, rights",14,,1,Library,Verona,,0,1612,11,"Leather backed, green cloth, 21 x 28 cm, [half title][title], 1 pp, 6 pp, vi, 127 pgs, [errata][second title - appedices], 2 pps, 334 pgs, [errata], 3 tables, 9 folding maps",,,,,"De Bosio, Casimiro",Very good,Yes,,1/29/2017,,,,On shelf,,,0
3343,1509,"Kutter, W.R.; Bosco, Benedetto del",Le nuove formole sul moto dell'acqua nei canali e negli alvei sistemati dei fiumi,1873,6,11,Open channel flow,11,,1,Library,Milano,,0,1613,11,"Leather backed, blue marbled paper, 18 x 26 cm, [title], xx, 271 pgs, table, 7 folding plates",,,,,"Kutter, W.R.",Very good,Yes,,1/29/2017,,,,On shelf,,,0
3344,1510,"Scotini, Gedeone",Memorie idrauliche premesse ai progetti per la regolazione delle acque delle provincie sulla destra del Basso-Po.,1865,6,94,Lower Po River basin,14,,7,Library,Torino,,0,1614,11,"Printed wraps, 22 x 32 cm, [half title][title], 179 pgs, 7 folding plates",,,,,"Scotini, Gedeone",Very good,Yes,,1/29/2017,,,,On shelf,,,0
3345,1511,Tevere River,Relazione che accompagna il progetto di una nuova inalveazione del Tevere attraverso i prati di Castello dalla risvolta della Farnesina a valle di po nte Milvio fino a quella di S. Spirito a valle di ponte Elio,1879,6,90,Tevere River control,14,,7,Library,Rome,,0,1616,11,"Printed wraps, 23 x 30 cm, [title], viii, [half title], 79 pgs, 1 pp, 6 folding plates",,,,,,Very good,Yes,,1/29/2017,3/11/2018,,,On shelf,,,0
3346,1512,"Franck, Mathieu","De la Dérivation de la Meuse, au point de vue des intérêts généraux du commerce et de l'industrie, de la nécessité d'une station intérieure reliant la Meuse au chemin de fer, de l'avenir de Liège sous l'influence de ces améliorations",1845,6,104,"La Meuse, Liege",14,,7,Library,Liège,,0,1617,2,"Printed wraps, 15 x 23 cm, [half title][title], 1 pp, 118 pgs, 5 pps, 2 folding plates",,,Author name taken from Worldcat listing,,"Franck, Mathieu","Good, cover worn",Yes,,1/29/2017,,,,On shelf,,,0
3348,1513,"Lanino, Giuseppe",Ferrovia Foggia-Napoli : Gallerie per la traversata dell'appennino - Desegni,1875,6,102,Foggia- Napoli,6,,1,Library,"Foggia, Napoli",,0,919,11,"Printed boards, 29 x 41 cm, [title], 2 double folded maps, 8 double plates",,,,,"Lanino, Giuseppe",Very good,Yes,,1/29/2017,,,,On shelf,,,0
3349,1514,"Huang, Yi",Map of the grand or imperial canal: illustration of river conservancy projects for a memorial to the throne (hegong tu gongzhe),1783,7,104,"Grand (Imperial) Canal, China",10,,1,Library,Jining,,0,177,22,"Folding map in boards, 10 x 20.5 cm (exterior), map 10 x 204 cm, manuscript pen and ink with colour on paper, 13 manuscript pasted on notes, 3 red stamps",,Floyd Scully,"Description pg 43, ""All under heaven, the Chinese world in maps, pictures, and texts from the collection of Floyd Sully"", curated by Walter Davis, University of Alberta Libraries, Edmonton, 2013",Asian Collection,Huang Yi,"Good, joints weak",Yes,Yes,1/29/2017,4/7/2017,,,On shelf,,,0
3350,1515,Mathematics manuscript,'Notes on mathematics',1845,6,51,Mathematics and geometry,9,,4,Archive,Hannover,,0,1486,8,"Marbled paper covered boards with leather spine, with a paper titling label on upper cover, 21 x 32cm, 340 pp., 1 plate tipped in.","Manuscript on mathematics with some geometrical drawings, including a 'cycloiden'",Bookplate: Juniata College Library.,,,,Good,,,1/31/2017,3/11/2018,,,Cabinet Box 7,,,0
3351,1516,Metallurgy manuscript,Métallurgie: Etude des aciers et fontes …,1900?,6,59,Metallurgy,5,,4,Archive,Brussels,,0,1486,2,"Black leather with spine stamped in gold, original green wrappers bound in, 22 x 28.5cm, 79 pp., mansuscript carbon copy leaves, with blank leaves interleaved; 5 sheets of manuscript diagrams and forumlas laid in at back.","Notebook on metallurgy, possibly for a course?","Inittials ""C.M."" stamped at base of spine; ""Musé commerciale, rue des Augustins, Bruxelles"" in manuscript on front endpaper.",,,,,Yes,,1/31/2017,3/11/2018,,,Cabinet Box 5,,,0
3352,1517,Mathematics manuscript,"A system of arithmetic of abstract numbers, part I",1850c,6,51,Arithmetic,9,,1,Library,Perth (England),,0,1486,1,"Half bound in marbled paper and red leather, 21 x 26cm, 150 pp. manuscript in ink.",Manuscript on arithmetic with several diagrams and tables.,"Binder's ticket: James Dewar, Bookseller Stationer & Bookbinder, Perth.",Both boards detached.,,,Good,,,1/31/2017,3/11/2018,,,,,,0
3353,1518,Geometry manuscript,"Practical geometry, part I",1850c,6,51,Geometry,9,,1,Library,Perth (England),,0,1486,1,"Half bound in marbled paper and red leather, 21 x 26cm, 110 pp., manuscript in ink and watercolour.","Manuscript on practical geometry, with watercolour diagrams.","Binder's ticket: James Dewar, Bookseller, Stationer & Bookbinder, Perth",,,,Good,,,1/31/2017,3/11/2018,,,,,,0
3354,1519,"Lawler, J.W.","Railway engineer’s notebook, with miscellaneous furniture designs",1920c,6,101,,4,,4,Archive,"St. Charles, Missouri",,0,1486,1,"Tan leather boards, 12 x 20cm, 144 pp., manuscript in pencil, ephemera laid in at back.","Manuscript notebook with notes and  sketchesfor various rail-related projects including rail cars, tracks, bridges and individual mechanical elements. Also designs for furniture and lighting fixtures.","Author’s identity, location and date inferred from a typescript letter addressed to “J.W. Lawler, American Car & Foundry Co., St. Charles, Missouri” laid in at back.",Front cover detached and spine missing.,,,Fair,Yes,,2/1/2017,,,,Cabinet Box 54,,,0
3355,1520,"Harrington, Timmothy",Mason’s diary,1904,6,30,Stone masonry,4,,4,Archive,"Newport, Rhode Island, United States",,0,1486,1,"Half bound in black cloth and maroon leather with gold tooling, 20 x 27cm, 154 pp., manuscript in ink with some drawings.",Manuscript diary of a mason working on various government buildings in Rhode Island and Massachusetts.,Author’s autograph on front endpaper.,Entires dated 1904-1913.,,Timmothy Harrington,,Yes,,2/1/2017,,,,Cabinet Box 54,,,0
3356,1521,"Combes, J.L.",Chicago & North Western Railway notebooks,1909,6,102,C. & N.W. Railway,5,,6,Archive,Chicago,,0,1486,1,"17 notebooks, each 15.5 x 9.5cm, each approximately 70 pp., manuscript notes in ink and pencil.","Notebooks documenting the building of underground tunnels associated with the C&NW Railroad. Includes sketches, detailed measurements, schedules, expenses, supplies used, wages, etc., as well as Combes' personal observations.",Author's autograph.,,,J.L. Combes,Good,Yes,,2/1/2017,2/6/2017,,,Cabinet Box 55,,,0
3357,C0823,"James, Loudon & Hertzberg; James, E.A.","A report on a water supply for the village of Woodbridge, Ontario.",1916,8,26,,14,,4,Archive,Woordbridge,,0,1486,1,"Brown paper folder, 23 x 29cm, 10 typescript leaves.","Report by consulting engineers estimating cost of construction of a water supply system for Woodbridge, Ontario.",Includes letter signed by E.A. James,Dated April 1916.,,,Very good,,,2/6/2017,5/5/2018,,,Box F,,,0
3358,C0824,"Canada, Legislative Assembly",Report of the select committee of the Honorable the Legistlative Assembly of the Province of Canada on the petition of the Toronto and Lake Huron Rail Road Company,1845,4,102,"Toronto and Lake Huron
 Rail Road Company",14,,4,Archive,Montreal,,0,177,1,"Unbound, 24.5 x 38cm, 3, [1] pp.",,,Dated February 1845.,,,Good,,,2/6/2017,,,,Box D,,,0
3359,1522,"Brooman, R.A.; Reed, E.J.","Mechanic's magazine, no. 1829, vol. 69",1858,6,125,,17,,7,Library,London,,0,1618,1,"Green printed paper wrappers, 13 x 21cm, [1], 194-216 pp. (i.e. 12 pages), advertisements printed on endpapers.",,,"Dated Saturday, August 28, 1858.",,,Good,,,2/6/2017,,,,,,,0
3360,C0825,"Mellan, Freda J.","A history of the Bytown and Prescott Railway, presented at the unveiling ceremony of the plaque erected to commemorate the Bytown Prescott Railway, held in Prescot, August 5th, 1970",1970,8,102,<i>Bytown and Prescott Railway,21,,4,Archive,Prescott,,0,1486,1,"Unbound,  22 x 25cm, 12 leaves, photocopy typescript, with some ms annotations.",See title.,"Inscription by author (photocopy): ""Presented with my compliments, Frida J. Mellan.",,,,Very good,,,2/6/2017,,,,Box D,,,0
3361,C0826a,"Cantin, Narcisse M.",Great Lakes to ocean route: a speedy navigable waterway from the Great Lakes to ocean.,1920c,8,115,Narcisse M. Cantin,21,,4,Archive,Montreal?,,0,1619,1,"Unbound, 18.5 x 18.5 cm, 4 pp.",,,,,Narcisse M. Cantin,Very good,,,2/6/2017,,,,Box D,,,0
3362,C0826b,"Cantin, Narcisse M.",St. Joseph: the ghost town of Narcisse M. Cantin,Unknown,8,115,Narcisse M. Cantin,21,,4,Archive,St. Joseph,,0,1486,1,"Unbound, 26.5 x 20 cm, 5 typescript pp.","Article on history of St. Joseph, Huron County and Narcisse M. Cantin.",,,,Narcisse M. Cantin,Very good,,,2/6/2017,6/2/2018,,,Box D,,,0
3363,C0826c,"Cantin, Narcisse M.",Narcisse Cantin obituary  notices,1940,8,115,Narcisse M. Cantin,21,,4,Archive,Unknown,,0,1486,1,"Unbound, 21.5 x 30 cm, 2 typescript pp.","Obituary notices from London Free Press and the Globe and Mail, dated Jan. 16 and 17, 1940.",,,,Narcisse M. Cantin,Very good,,,2/6/2017,6/2/2018,,,Box D,,,0
3367,C0827,"Phillips, A.T.",Correspondence regarding Lieut. Col. John By,1913,8,115,John By,3,,4,Archive,Ottawa,,0,1486,1,"1 postcard, 1 letter, 1 sheet ms. notes, various sizes.","Coorespondence with the School of Military Engineering, UK regarding John By.",,"Dated March 5, 1910 and Feb 8, 1913.",,John By,Very good,,,2/7/2017,5/5/2018,,,Box F,,,0
3369,C0828,"Keefer, Samuel",Letter from Samuel Keefer to Henry?,1871,4,115,Samuel Keefer,3,,1,Library,Brockville,,0,1486,1,1 autograph letter.,,Signed: Samuel Keefer,"Dated March 23, 1871.",,Samuel Keefer,Very good,Yes,,2/7/2017,5/5/2018,,,Box F,,,0
3370,C0829,Montreal Water Works,Montreal Water Works receipts and statements,1840c,4,26,Montreal Water Works,21,,4,Archive,Montreal,,0,1486,1,"9 printed statements with manuscript annotations, various sizes.",Statements and receipts for water services from the Montreal Water Works.,,Dated 1839 to 1841.,,,Very good,,,2/7/2017,5/5/2018,,,Box F,,,0
3372,C0830,"Keefer, M.W.",Letter from Samuel Keefer,1889,4,115,Samuel Keefer,3,,4,Archive,Brockville,,0,1486,1,3 page autograph letter,,,"Dated December 19, 1889.",,Samuel Keefer,,,,2/8/2017,5/5/2018,,,Box F,,,0
3373,C0831,"Canada, Government of",John By commemorative envelopes and stamps,1979,8,115,John By,23,,4,Archive,Ottawa,,0,104,1,3 envelopes and 17 loose stamps,Commemorating Lieut. Col. John By and the Rideau Canal.,,Dated 1979 and 1980.,,John By,,,,2/8/2017,5/5/2018,,,Box F,,,0
3374,C0832,"Canada, Government of",Commemorative stamps and envelopes,1995,8,6,Canadian bridges,23,,4,Archive,Montreal,,0,104,3,5 envelopes and 20 stamps,"Commemorating 4 notable Canadian rail and road bridges for the 20th World Road Congress: The Quebec Bridge, Quebec; the 401-203-410 Interchange, Mississauga; the Hartland Covered Bridge, New Brunswick; and the Alex Fraser Bridge, Vancouver.",,,,,,,,2/8/2017,5/5/2018,,,Box F,,,0
3376,1523,"Timmis, Ebenezer",In Her Majesty's Royal Letters Patent: Ebenezer Timmis,1890?,6,11,Fire hose apparatus design,1,,4,Archive,London?,,0,177,1,"Engraving, 23.5 x 29.5 cm, 1 leaf.",Patent design for a fire fighting apparatus that elevates water via pipes.,,,,Ebenezer Timmis,Very good,,Yes,2/8/2017,3/17/2017,,,Box B,,,0
3378,C0833,"Keefer, Samuel; Morgan, Henry J.",Letter from Samuel Keefer to Henry J. Morgan,1884,4,115,Samuel Keefer,3,,4,Archive,Brockville,,0,1486,1,"Manuscript letter, 13 x 20 cm, 3 pp.",Letter from Keefer to Morgan regarding Keefer's biography.,,"Dated March 10, 1884.",,Samuel Keefer,Very good,Yes,,2/8/2017,5/5/2018,,,Box F,,,0
3379,C0834,"Keefer, Samuel; Morgan, Henry J.",Letter from Samuel Keefer to Henry Morgan,1871,4,115,Samuel Keefer,3,,4,Library,Brockville,,0,1486,1,"Manuscript letter, 13 x 20cm, 1 p.",,,"Dated September 14, 1871",,,,,,2/8/2017,5/5/2018,,,Box F,,,0
3381,C0835,"Shanly, Walter",Walter Shanly bookplates,Unknown,8,115,Walter Shanly,6,,4,Archive,Unknown,,0,1486,1,"2 printed book plates, 8.5 x 11 cm",,,,,Walter Shanly,Good,,,2/8/2017,5/5/2018,,,Box F,,,0
3382,C0836,Niagara Falls,Photographs of Niagara area bridges,1917,8,6,Niagara Falls,12,,4,Archive,Niagara,,0,1486,1,"12 photographs, several mounted on black paper with ms captions.","Photographs of various bridges in the  Niagara area, including: Fallsview Bridge, M.C.R. Bridge, Peace Bridge, Old Michigan Central Bridge.",,Removed from an album?,,,Good,Yes,,2/8/2017,6/2/2018,,,Box F,,,0
3383,C0837,"Canada, Government of",Ritual of the calling of an engineer commemorative stamps,2000,8,12,Ritual of the calling of an engineer,23,,4,Archive,Montreal,,0,104,3,"2 envelopes, 32 stamps",Canada Post stamps commemorating the ritual calling of an engineer,,,,,,,,2/8/2017,5/5/2018,,,Box F,,,0
3384,C0838,"Canada, Government of",Canals of Canada commemorative stamps,1998?,8,12,Canadian Canals,23,,4,Archive,Ontario,,0,104,3,"1 sealed envelope, booklet of 10 stamps","Stamps commemorating notable canals of Canada, including: Trent-Severn Waterway; Chambly Canal; La Chine Canal; Sault Ste. Marie Canal;  St Peter's Canal; St. Ours Canal; Port Carling Lock; Rideau Canal",,Sealed envelope addressed to Mark Andrews from the Merrickville Heritage Foundation,,,Excellent,,,2/8/2017,5/5/2018,,,Box F,,,0
3385,C0839,"Simpson, James",Toronto waterfront development 1912-1920,1920?,8,50,Toronto,11,,7,Library,Toronto,,0,116,1,"Brown limp suede? binding, 36 x 36 cm, 32 pp. [3] folding plates",,,Binding is crumbling.,,,Good,,,2/8/2017,,,,,,,0
3386,C0840a,St. Lawrence Seaway,Caughnawaga Canal,1880c,4,104,St. Lawrence Seaway,5,,4,Archive,Quebec,,0,1486,1,"Unbound, 21.5 x 33 cm, 14 pp. in manuscript","Part of  a report? discussing a proposed Canal at Caughnawaga, Quebec. Repeatedly mentions a 'Mr. Young.'",,,,,Very good,Yes,,2/8/2017,6/2/2018,,,Box D,,,0
3387,C0840b,St. Lawrence Seaway,Docks at Montreal,1880c,4,104,St. Lawrence Seaway,5,,4,Archive,Quebec,,0,1486,1,"Unbound, 21.5 x 33 cm, 13 pp. in manuscript",Part of  a report? discussing the Montreal harbour. Repeatedly mentions a 'Mr. Young.',,,,,Very good,Yes,,2/8/2017,6/2/2018,,,Box D,,,0
3388,C0840c,Welland Canal,Enlargement of the Welland Canal,1880c,4,104,St. Lawrence Seaway,5,,4,Archive,"Welland, Ontario",,0,1486,1,"Unbound, 21.5 x 33 cm, 19 pp. in manuscript",Part of  a report? discussing the St. Lawrence Seaway and the Welland Canal.,,,,,Very good,Yes,,2/8/2017,6/2/2018,,,Box D,,,0
3389,1524.01,"Hrniček, Franz; Royal German Technical School",Student portfolio: Brückenbau [Bridge construction],1902,6,60,Bridge construction,20,,4,Archive,Prague,,0,1486,8,"Black cloth, title stamped in gold on upper cover, with black cloth ties, 22 x 35cm, 18 folding coloured drawings, accompanied by 3 booklets with ms notes",Technical drawings completed for a course in engineering at the Royal German Technical School of Prague.,,Author's autograph and stamp of the school.,Student workbooks,Franz Hrnicek,Very good,Yes,,2/13/2017,10/27/2017,,,Cabinet Box 1-2,,,0
3390,1524.02,"Hrniček, Franz; Royal German Technical School",Student portfolio: Eisenbahnbau [Railway construction],1903,6,60,Railway construction,20,,4,Archive,Prague,,0,1486,8,"Black cloth, title stamped in gold on upper cover, with black cloth ties, 22 x 35cm, 9 folding coloured drawings, accompanied by 1 booklets with ms notes",Technical drawings completed for a course in engineering at the Royal German Technical School of Prague.,,Author's autograph and stamp of the school.,Student workbooks,Franz Hrniček,Very good,Yes,,2/13/2017,4/3/2017,,,,,,0
3391,1524.03,"Hrniček, Franz; Royal German Technical School",Student portfolio: Hochbau [Civil engineering],1903,6,60,Civil engineering,20,,4,Archive,Prague,,0,1486,8,"Black cloth, title stamped in gold on upper cover, with black cloth ties, 22 x 35cm, 18 folding coloured drawings, accompanied by 1 booklet with ms notes",Technical drawings completed for a course in engineering at the Royal German Technical School of Prague.,,Author's autograph and stamp of the school.,Student workbooks,Franz Hrniček,Very good,Yes,,2/13/2017,4/3/2017,,,,,,0
3392,1524.04,"Hrniček, Franz; Royal German Technical School",Student portfolio: Wasserbau [Hydraulic engineering],1904,6,60,Hydraulic engineering,20,,4,Archive,Prague,,0,1486,8,"Black cloth, title stamped in gold on upper cover, with black cloth ties, 22 x 35cm, 7 folding coloured drawings, accompanied by 1 booklet with ms notes",Technical drawings completed for a course in engineering at the Royal German Technical School of Prague.,,Author's autograph and stamp of the school.,Student workbooks,Franz Hrniček,Very good,Yes,,2/13/2017,4/3/2017,,,,,,0
3393,1525,Van Keuren Co.,"Van Keuren precision measuring tools: twenty-fifth anniversary … catalog and handbook, no. 33",1945,6,30,Instruments,17,,7,Library,Massachusetts,,0,1620,1,"Blue cloth with title and vignette stamped in silver on upper cover, 15.5 x 23cm, 160 pp.",,,,,,Very good,,,2/14/2017,,,,On shelf,,,0
3394,C0841,"Canada, Legislative Assembly; Clarke, Thomas C.",Return of the recent survey and report of the engineers on the Otttawa Ship Canal,1860,4,104,Ottawa Ship Canal,14,,7,Library,Quebec,,0,919,1,"Blue printed paper wrappers, 16 x 24.5 cm, 56 pp., [1] folding map",,,,,Thomas C. Clarke,Fair,,,2/14/2017,,,,On Shelf,,,0
3395,C0842,"Ontario, Legislative Assembly","Reports of the ""Late House of Assembly,"" ""House of Commons,"" and the ""Legislative Assembly"" of Ontario, in relation to the Huron & Ontario Ship Canal",1871,4,104,Huron & Ontario Ship Canal,14,,7,Library,Toronto,,4th,1622,1,"Pink printed paper wrappers, 17 x 25 cm, [2] pp.",,,"""In accordance with reolution passed Monday, the 20th February, 1871.""",,,Very good,,,2/14/2017,6/2/2018,,,,,,0
3396,C0843,"Ells, R.W.; Barlow, A.E.","The physical features and geology of the route of the proposed Ottaway Canal between the St. Lawrence River and Lake Huron. Reprint from the transactions of the Royal Society of Canada - Second series, 1895-96, volume I, section IV",1896,4,104,Ottawa Canal,15,,7,Library,Ottawa,,0,1623,1,"Tan printed paper wrappers (detached), 16 x 25 cm, 163-193, [1] pp., [1] folding plate.",,"Autograph: D. Matheson. Stamp: ""Compliments of Macleod Stewart""",,,R.W. Ells; A.E. Barlow,Fair,,,2/14/2017,,,,On Shelf,,,0
3398,C0845,"Keefer, Thomas Coltrin; Royal Society of Canada","Ice floods and winter navigation of the lower St. Lawrence. Transactions of the Royal Society of Canada: Second series - 1898-99, vol iv, sec iii",1898,4,104,St. Lawrence Navigation,15,,7,Library,Ottawa and Toronto,,0,1624,1,"Tan printed paper wrappers (detached, rear missing), 16.5 x 25 cm,  3-26 pp.",Offprint,,,St. Lawrence Waterway,,Fair,,,2/14/2017,,,,,,,0
3399,C0844,"Gaby, Frederick A.; American Society of Civil Engineers",Developments of the hydro-electric power commission of Ontario,1926,8,92,Hydro-Electric Power Commission of Ontario,15,,7,Library,Unknown,,0,218,1,"No covers, 15.5 x 23cm, [911]-941, [1] pp.","Offprint - reprinted from the Proceedings of the American Society of Civil Engineers, May 1926.",,,,Frederick A. Gaby,Very good,,,2/21/2017,,,,,,,0
3400,1526,"Maruri, Joseph Antonio de; Abuanza, Luis de; Vincent, M; Munoz, Tomas",Hydraulic Works at the Port of Bilbao,1770,7,124,Bilbao Harbour,21,,6,Archive,Bilbao Spain,,0,919,15,"Three bound volumes, various manuscript maps, plans, drawings and textural material, various sizes, various formats",,,,,,Very good,Yes,,3/4/2017,,,,On shelf,,,0
3401,1527,"Gelder, Jacob de","Memorie ... behelzende deszelfs consideratien over het ontwerp van den heer Baron van Lynden van Hemmen, strekkende ter droogmaking van de Haarlemmermeer",1821,6,11,Land drainage,11,,1,Library,Leiden,,0,1625,16,"Printed blue wraps, 13.5 x 23 cm, [half title][title], viii, 250 pgs, 3 pps, 1 folding plate, [errata]",,,,,Jacob de Gelder,Good,Yes,,3/4/2017,,,,On shelf,,,0
3402,1528,"Hartsen, P; Bunge, J.G.; Mühlen, A.D.",Rapporten over den stand der werkzaamheden aan het Merwedekanaal,1890,6,104,Merwedekanaal,11,,7,Library,Amsterdam,,0,919,16,"Printed wraps, 16 x 24.5 cm, [title], 23 pgs, 1 folding map",,,,,P. Hartsen,Good,Yes,,3/4/2017,,,,On shelf,,,0
3403,1529.01,"Kemper, P.H.",Beschrijving van het kanaal van Amsterdam naar de Merwede,1835,6,104,Merwedekanaal,11,,7,Library,The Hague,,0,1626,16,"Printed wraps, 16 x 23 cm, [title], vii, 223 pg",,,,,P.H. Kemper,Very good,Yes,,3/4/2017,,,,On Shelf,,,0
3406,1529.02,"Kemper, P.H.",Beschrijving van het kanaal van Amsterdam naar de Merwede,1835,6,104,Merwedekanaal,11,,7,Library,The Hague,,0,1626,16,"Printed wraps, 16 x 23 cm, 39 folding plates",,,,,P.H. Kemper,Good,Yes,,3/4/2017,,,,On shelf,,,0
3407,1530,"Perronet, Jean-Rodolphe","Mémoire sur la recherche des moyens que l'on pourroit employer pour construire de grandes arches de pierre ….. pieds d'ouverture, qui seroient destinées à franchir de profondes vallées bordées de rochers escarpés",1793,7,111,Bridge design,11,,1,Library,Paris,,0,1627,2,"Red paper boards, 21 x 28 cm, [title], 44 pgs, 1 folding plate",,,,,Jean-Rodolphe Perronet,"Good, slightly loose",Yes,,3/4/2017,,,,On shelf,,,0
3408,1531,Surveying manuscript,Schetsteekeningen behoorende bij de waterpassing van het Fort Bath naar het Sloe,1864,6,60,Survey benchmarks,9,,1,Library,Amsterdam,,0,919,16,"Half leather, 20 x 33 cm, [titlt], 50 drawings in pencil and ink, on paper",,,,,,Good,Yes,,3/4/2017,3/11/2018,,,On shelf,,,0
3409,1532,"Lakenman, Seger","Ontwerp van een onkostbaar en zeker middel, om de Westvriesche zeedyken... te stellen buiten eenig gevaar van doorbrake",1733,7,11,Dyke design,11,,1,Library,Amsterdam,,0,1628,16,"Half leather, green decorated paper on boards, 20 x 32 cm, [title], 2 pps, 23 pgs, 2 folding maps",,,,,Seger Lakenman,"Fair, map detached, binding loose",Yes,,3/4/2017,,,,On shelf,,,0
3410,1533,Check dams,Die Wildbachverbauung in Den Jahren 1883-1894,1895,6,11,Check dams,11,,1,Library,Vienna,,0,1629,8,"Half cloth with printed paper boards, 28 x 35 cm, [title], v, 278 pgs, 25 plates (singel, folding and double)(some colur and some photographs)",,,,,,Very good,Yes,,3/4/2017,3/11/2018,,,On shelf,,,0
3411,1534.01,"Defontaine, Antoine Joseph Chretien","Mémoire sur le projet d'un chemin de fer de Paris a Rouen, au Havre et a Dieppe",1837,6,102,Paris to Rouen,11,,1,Library,Paris,,0,1104,2,"Quarter leather, paper on boards, 22.5 x 29 cm, [original printed wrapper bound in], [half title][title], 254 pgs",,,In slipcase with folder of maps,,Antoine Joseph Chretien Defontaine,Very good,Yes,,3/5/2017,,,,On shelf,,,0
3412,1534.02,"Defontaine, Antoine Joseph Chretien","Mémoire sur le projet d'un chemin de fer de Paris a Rouen, au Havre et a Dieppe",1837,6,102,Paris to Rouen,11,,1,Library,Paris,,0,1104,2,"In paper folder, 21 x 29 cm, 1 folding map, 5 folding profiles",,,In slipcase with folder of maps,,Antoine Joseph Chretien Defontaine,Very good,Yes,,3/5/2017,,,,On shelf,,,0
3413,1535,"Walther, Conrad Salomon",Versuch einer vollständigen Militair-Bibliothek,1783,7,111,Engineering bibliogrpahy,2,,1,Library,Dresden,,0,1630,8,"Blue paper on boards, 12 x 20 cm, [frontis][title], 7 pps, 376 pgs, 4 blank leaves (mss notes on 5 pages, 1 loose sheet with mss notes)",,,,,Conrad Salomon Walther,Very good,Yes,,3/5/2017,,,,On shelf,,,0
3414,1536,"Barca, Giuseppe; Paoli, Vincenzo",Breve compendio di fortificatione moderna,1639,7,111,Fortification design,11,,1,Library,Milan,,0,1631,11,"Full vellum, 16.5 x 22 cm, [title], 6 pps, 119 pgs, 1 pp, in gray cloth clamshell",,Copy held by Vincenzo Paoli; Ex-libris (with inscription) Antonio Capretti and bookplate H.P. Kraus,"Mss annotations by Vincenzo Paoli, see signature pg 39",,Giuseppe Barca,Good,Yes,,3/5/2017,,,,On shelf,,,0
3415,1537,"Perini, Lodovico; Graglia, Carlo Antonio Destefanis di","Geometria Pratica, In cui, oltre I Principi de essa, vi sono molti insegnamenti intorno alle varie Misure di Terre, Acque, Fieni, Pietre, Grani, Fabbriche, ed altro",1778,7,113,Applied geometry,9,,1,Library,unknown,,0,177,11,"Paper on boards, 20 x 26 cm, [title], 1 leaf, 145 pgs (last blank)",,,"See 3rd edition, printed, ref 792",,Lodovico Perini,Very good,Yes,,3/5/2017,3/6/2017,,,On shelf,,,0
3426,1538.01,"Sir Alexander Gibb & Partners; Gibb, Alexander; Zoological Society of London",Zoological Society of London: New aquarium,1922,6,90,Aquarium,21,,6,Library,London,,0,1486,1,"Vol. 1: Half bound in blue cloth, stamped in gold with blue endpapers, ix, 435, [9] numbered leaves, typescript with some manuscript annotations and original correspondence tipped in throughout.","Series of documents, reports and letters detailing the planning and building of an aquarium for the Zoological Society of London.",,Volume 1 dates: 1922-1925. See index at front for contents.,,Sir Alexander Gibb,Very good,Yes,Yes,3/7/2017,3/7/2017,,,Cabinet Box 21,,,0
3427,1538.02,"Sir Alexander Gibb & Partners; Gibb, Alexander; Zoological Society of London",Zoological Society of London: New aquarium - water supply,1922,6,90,Aquarium,21,,6,Library,London,,0,1486,1,"Vol. 2: Half bound in blue cloth, stamped in gold with blue endpapers, vii, 436-626 numbered leaves, typescript with some manuscript annotations and original correspondence tipped in throughout.","Series of documents, reports and letters detailing the planning and building of an aquarium for the Zoological Society of London. Also includes clippings and one photograph tipped in.",,Volume 2 dates: 1922-1927. See index at front for contents.,,Sir Alexander Gibb,Very good,Yes,Yes,3/7/2017,,,,Cabinet Box 21,,,0
